iter	RMSE
391	611.6351958
392	609.5638295
393	607.7918942
394	604.0760599
395	601.7310364
396	599.212033
397	598.5205074
398	597.2346715
399	595.2308986
400	594.3220265
401	591.9328686
402	591.1678424
403	588.6358814
404	587.7680917
405	584.9946961
406	584.4977364
407	583.7698086
408	583.0280401
409	579.2840856
410	578.8444217
411	578.2440965
412	576.5143211
413	575.1459646
414	574.4425462
415	570.8017801
416	567.1032121
417	564.8312288
418	561.3677079
419	557.9962653
420	554.7145475
421	552.562322
422	551.844356
423	550.6876163
424	547.5235599
425	546.3940803
426	545.837318
427	545.141836
428	544.4417949
429	541.6278383
430	540.9318079
431	537.6240369
432	536.9462591
433	536.2958453
434	533.8926789
435	530.5971933
436	528.2862528
437	525.4577754
438	523.1863965
439	522.5375363
440	521.9096131
441	520.8835709
442	518.6512336
443	516.2388127
444	513.5247918
445	513.1210815
446	512.0874308
447	510.8599753
448	508.7310159
449	506.6676802
450	504.0436977
451	503.4418401
452	502.2911704
453	500.4777531
454	499.6305971
455	499.0014823
456	496.9680446
457	496.0539935
458	495.4409103
459	492.8859022
460	491.7155474
461	491.0591914
462	490.4265597
463	488.1318396
464	486.4803437
465	484.7840124
466	483.937391
467	481.8150521
468	480.7761887
469	478.7030951
470	476.3690458
471	474.5457386
472	473.6040178
473	471.5275493
474	470.6604995
475	468.4413541
476	466.4878287
477	465.8657433
478	464.8145483
479	463.49947
480	462.9039885
481	462.2549748
482	460.396604
483	459.3849203
484	458.7688676
485	456.7879771
486	456.2074877
487	454.4626551
488	452.7906069
489	451.4479139
490	449.5787095
491	447.505392
492	445.6026933
493	444.056875
494	442.4403519
495	441.2301328
496	440.6853668
497	439.7410479
498	438.8356574
499	438.2796657
500	437.8879996
501	437.4292498
502	436.1060029
503	434.992098
504	433.5189836
505	432.7037645
506	432.1706242
507	431.6298321
508	431.1103286
509	430.6024732
510	429.1751482
511	428.4558237
512	427.946969
513	427.1283464
514	425.8527164
515	424.6803437
516	422.3976475
517	421.6697535
518	419.8431563
519	419.0104892
520	417.7851418
521	416.8814626
522	415.1193264
523	413.9364085
524	413.44108
525	412.9903513
526	412.2921603
527	411.3041812
528	409.7448045
529	408.5183378
530	407.3789309
531	406.9044706
532	406.3758481
533	406.0931202
534	405.6287667
535	404.920387
536	404.2306714
537	403.7792043
538	402.9883344
539	401.9092158
540	401.0503452
541	400.3177575
542	399.6436954
543	398.8130793
544	396.9991398
545	395.6701392
546	395.4036934
547	394.9527917
548	394.5165176
549	394.0109437
550	391.953251
551	391.3106315
552	390.4794821
553	389.7974294
554	389.3717068
555	388.9106527
556	388.3091893
557	386.6533885
558	386.0259104
559	385.4117549
560	384.7142894
561	383.1877271
562	382.8372183
563	382.054713
564	381.2875666
565	380.899303
566	380.5784955
567	379.8394593
568	379.2520422
569	378.3516207
570	375.5331666
571	375.1132472
572	374.7356703
573	374.1860727
574	372.8241939
575	371.966783
576	370.9530611
577	369.7543878
578	369.0996172
579	368.5973742
580	367.8844851
581	367.5247116
582	367.0019917
583	365.1534508
584	364.5979893
585	363.7800949
586	363.1968481
587	361.8258667
588	361.4035675
589	360.7910259
590	360.5196852
591	358.526431
592	357.0427308
593	356.3681977
594	355.4937191
595	353.7916727
596	352.4150536
597	351.9964209
598	351.6015202
599	351.0277823
600	349.3435606
601	348.7953542
602	348.3412144
603	346.9151471
604	345.8228854
605	345.4536632
606	344.445236
607	343.3930382
608	342.5703672
609	341.3233866
610	340.7775455
611	340.3886751
612	340.0510791
613	339.3901804
614	339.1016882
615	338.706922
616	337.4987772
617	336.9227379
618	336.0294227
619	334.8532592
620	334.4790069
621	333.1510875
622	332.7881818
623	331.961161
624	330.7679646
625	329.7825159
626	329.4334007
627	329.2406241
628	328.6268075
629	328.3063716
630	327.7226429
631	327.5404075
632	326.8010714
633	325.3103426
634	324.7491763
635	323.4487619
636	323.1330552
637	322.8014174
638	322.3259936
639	320.833705
640	319.5946083
641	319.23656
642	318.5890881
643	317.66908
644	317.2874388
645	316.4983363
646	315.6751976
647	315.3552683
648	315.0652565
649	314.7685374
650	313.551492
651	312.7786447
652	312.4174274
653	312.1173535
654	311.0780653
655	310.0141947
656	309.3484684
657	308.7383388
658	307.562597
659	305.5760054
660	305.2633604
661	304.9847584
662	304.5043838
663	304.213936
664	303.9882595
665	303.7705586
666	303.486244
667	302.8547493
668	301.6956134
669	300.5956426
670	300.3174894
671	299.9962187
672	299.5159717
673	299.218339
674	298.062047
675	297.602611
676	297.0537729
677	296.0786157
678	295.8412877
679	295.6092596
680	295.192448
681	294.8300323
682	294.5054103
683	293.4977828
684	292.541393
685	292.1729064
686	291.6923443
687	291.3370625
688	291.0087519
689	290.7038208
690	289.9609523
691	289.4994912
692	289.2022786
693	288.9657298
694	288.3471511
695	287.254545
696	287.0245741
697	286.7543112
698	285.7940035
699	285.2827312
700	284.9236055
701	283.1625392
702	282.555634
703	281.5108678
704	281.3204145
705	280.9935265
706	280.452116
707	280.2318033
708	279.8470046
709	278.4268495
710	278.0614711
711	277.8187105
712	277.1358718
713	276.8640266
714	276.3335499
715	276.0361785
716	275.1094089
717	274.2079812
718	273.5057388
719	273.3036389
720	272.8816643
721	272.4410428
722	272.1647389
723	271.7996855
724	271.5061459
725	271.1155883
726	270.8389059
727	270.6427352
728	270.4613403
729	270.2363826
730	269.7453534
731	269.0299597
732	268.7404337
733	268.5037235
734	268.2961978
735	267.6269664
736	267.1853594
737	266.9839384
738	266.7693293
739	266.3369719
740	266.1449283
741	265.8735996
742	265.6035953
743	265.3341447
744	264.7675462
745	263.8340948
746	262.9113207
747	262.6728471
748	262.2858925
749	261.8943674
750	261.6809775
751	260.9011734
752	260.6207128
753	260.3489661
754	260.1753413
755	260.0062518
756	259.8993602
757	259.5925696
758	259.4122125
759	259.0053597
760	258.6119042
761	258.2396571
762	257.4219878
763	257.1729051
764	256.9651291
765	256.2329164
766	255.344854
767	255.2142516
768	255.0050316
769	254.7889144
770	253.9484644
771	253.7747387
772	253.550818
773	253.2870688
774	252.5853265
775	252.273536
776	252.0079838
777	251.734173
778	250.7506808
779	250.2489976
780	249.7804447
781	249.6259512
782	249.4677616
783	249.1895663
784	248.5342339
785	247.8698966
786	247.4062646
787	247.0594984
788	246.5279603
789	246.2445294
790	245.9675525
791	245.8166093
792	245.5967369
793	245.3985096
794	245.0924044
795	244.3342225
796	244.1657185
797	244.0119513
798	243.4556263
799	242.9372786
800	242.1069048
801	241.8374769
802	241.5990141
803	241.3758599
804	240.7330497
805	239.4944606
806	239.2503063
807	238.7903774
808	238.6393387
809	238.4398576
810	238.2556719
811	238.1446325
812	237.8727457
813	237.6705283
814	236.8444118
815	236.6061802
816	236.2629591
817	236.1230464
818	236.0337327
819	235.8740656
820	235.4333103
821	235.1474626
822	234.9153869
823	234.763646
824	234.6591346
825	234.4781494
826	233.8942899
827	233.6123511
828	232.8779269
829	232.5555454
830	232.1684177
831	231.9412124
832	231.7511829
833	231.6366175
834	231.3951202
835	231.3625544
836	231.1813142
837	230.9617967
838	230.647248
839	230.3841049
840	230.0751808
841	229.853483
842	229.4857648
843	229.4285739
844	229.3202581
845	228.5384384
846	228.2123209
847	227.8935424
848	227.5199151
849	227.4141593
850	227.1062856
851	226.8847474
852	226.5306989
853	226.2509305
854	225.7624678
855	225.3745046
856	225.2499153
857	225.0570774
858	224.9172958
859	224.4076179
860	224.1014456
861	223.9239815
862	222.9238135
863	222.7771585
864	221.9902277
865	221.8549274
866	221.6187093
867	221.1150883
868	220.4072684
869	220.1226289
870	219.8520311
871	219.6161693
872	218.9371673
873	218.6665581
874	218.2603148
875	218.1558285
876	218.0560155
877	217.3323723
878	217.145101
879	216.835917
880	216.4839059
881	216.2220575
882	215.5210326
883	215.2632682
884	215.1687946
885	214.9207602
886	214.3788413
887	213.9998216
888	213.909888
889	213.732014
890	213.482391
891	212.3766536
892	212.0332166
893	211.768894
894	211.5724481
895	211.3530403
896	211.1311871
897	210.8436888
898	210.6989105
899	210.4560496
900	210.3843188
901	209.8461775
902	209.651663
903	209.4095969
904	209.1961526
905	208.7405338
906	208.5959888
907	208.4419848
908	207.8150441
909	207.6113458
910	207.3666274
911	206.6673445
912	206.2498137
913	206.0610029
914	205.826407
915	205.4201485
916	205.3941416
917	205.056717
918	204.620292
919	204.4168144
920	204.0569156
921	203.9222712
922	203.7382811
923	203.6343855
924	203.4056538
925	203.2643787
926	202.8737702
927	202.4307993
928	202.2302366
929	202.0336031
930	201.7738189
931	201.5579689
932	201.3731784
933	201.2189783
934	201.0372821
935	200.684456
936	200.5748068
937	200.3971477
938	200.163469
939	199.496297
940	199.2925293
941	199.0668813
942	198.7234211
943	198.334693
944	197.4604039
945	197.3822788
946	197.0082561
947	196.6031812
948	196.3915846
949	196.0564567
950	195.3759592
951	195.2403037
952	194.7204907
953	194.349285
954	194.1250145
955	193.5914285
956	193.4179397
957	193.101938
958	192.7531038
959	192.4137067
960	192.2725071
961	191.9855604
962	191.6824201
963	191.4541808
964	190.9521305
965	190.6096906
966	190.1188459
967	189.7881167
968	189.5924428
969	189.2711267
970	189.2059566
971	189.0593132
972	188.8922755
973	188.5001479
974	188.3131658
975	187.994224
976	187.8136144
977	187.5132708
978	187.2402189
979	187.1014458
980	187.0039981
981	186.4685539
982	185.9191653
983	185.7792112
984	185.4894679
985	185.2010718
986	185.1059742
987	184.9208404
988	184.5896275
989	184.3458376
990	184.2002589
991	184.0133287
992	183.8155244
993	183.513768
994	183.3487385
995	183.0769347
996	183.0043481
997	182.8375426
998	182.7675447
999	182.3380386
